id,user_id,rating
true+lies+1994,636165,4
windtalkers+2002,59538,2
forrest+gump+1994,365833,5
gravity+2013,994101,3
king+kong+1933,549098,4
taxi+driver+1976,929634,4
a+fish+called+wanda+1988,330154,3
double+jeopardy+1999,131634,5
end+of+days+1999,642057,3
borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan+2006,513889,4
source+code+2011,932042,3
the+big+chill+1983,564060,4
the+bucket+list+2007,526219,4
the+adventures+of+priscilla_+queen+of+the+desert+1994,955155,3
when+a+man+loves+a+woman+1994,785185,4
va+savoir+who+knows+2001,2004,5
sphere+1998,514772,2
the+shawshank+redemption+1994,626423,5
liar+liar+1997,502224,2
dances+with+wolves+1990,866181,2
three+colors+red+1994,827973,3
down+periscope+1996,41512,4
the+spy+who+loved+me+1977,990588,4
mission+impossible+1996,738034,3
the+shawshank+redemption+1994,510080,5
the+fugitive+1993,950975,4
chicago+2002,344884,5
judge+dredd+1995,264603,3
the+truman+show+1998,722000,3
of+mice+and+men+1939,811882,3
idle+hands+1999,803770,1
true+lies+1994,286041,4
fred+claus+2007,809634,2
the+firm+1993,6746,3
modern+times+1936,346292,4
the+lord+of+the+rings+the+return+of+the+king+2003,967643,5
unforgiven+1992,207562,5
snatch+2000,453896,4
13+ghosts+1960,179538,4
four+weddings+and+a+funeral+1994,464344,4
a+time+to+kill+1996,117539,3
stargate+1994,376934,5
citizen+kane+1941,856076,2
the+manchurian+candidate+1962,557620,4
cloud+atlas+2012,88054,3
licence+to+kill+1989,451219,4
about+a+boy+2002,447548,4
benny++joon+1993,410112,3
the+blair+witch+project+1999,859134,3
batman+1989,279663,4
beverly+hills+cop+iii+1994,886436,2
three+kings+1999,231402,2
dances+with+wolves+1990,3840,4
pinocchio+1940,792527,3
run+lola+run+1998,65545,5
american+pie+1999,607633,4
captain+horatio+hornblower+r.n.+1951,771268,2
the+matrix+1999,643380,4
eight+men+out+1988,923136,5
shrek+2001,263730,3
the+addams+family+1991,228933,4
a+bugs+life+1998,161399,4
die+hard+1988,667028,4
kill+bill+vol.+1+2003,616695,4
back+to+the+future+1985,754852,4
the+talented+mr.+ripley+1999,890266,5
the+quick+and+the+dead+1995,496716,5
lawnmower+man+2+beyond+cyberspace+1996,3678,1
mission+impossible+ii+2000,752205,2
agent+cody+banks+2003,125529,2
thor+2011,410202,4
fight+club+1999,65122,4
natural+born+killers+1994,942864,3
south+park+bigger_+longer++uncut+1999,821726,4
the+kings+speech+2010,944187,4
the+counterfeiters+2007,201,4
mr.+hollands+opus+1995,607784,4
an+american+in+paris+1951,125954,5
rain+man+1988,69723,3
devil+in+a+blue+dress+1995,664542,1
true+romance+1993,517239,3
harry+potter+and+the+order+of+the+phoenix+2007,812055,4
batman+returns+1992,780257,3
shutter+island+2010,291083,5
the+specialist+1994,691101,5
the+birdcage+1996,468018,4
finding+neverland+2004,75758,4
jacobs+ladder+1990,49866,3
cinderella+1950,507216,4
la+femme+nikita+1990,192652,4
forrest+gump+1994,772745,1
hoop+dreams+1994,663427,4
the+dark+knight+2008,217423,3
batman+1989,40629,4
das+boot+1981,598312,3
the+indian+in+the+cupboard+1995,546548,1
road+to+perdition+2002,805209,4
the+lord+of+the+rings+the+two+towers+2002,837764,4
fred+claus+2007,667805,3
the+godfather+1972,756077,4
cyclo+1995,809379,2
braveheart+1995,893293,3
the+dark+knight+2008,406769,5
x2+2003,191859,4
true+lies+1994,134890,3
sleepers+1996,22951,3
the+neverending+story+1984,790894,3
james+and+the+giant+peach+1996,545261,4
aladdin+1992,172900,1
rocky+1976,860782,2
fear+and+loathing+in+las+vegas+1998,987365,4
mystic+river+2003,771782,4
americas+sweethearts+2001,335051,4
speed+1994,495701,3
vicky+cristina+barcelona+2008,784529,4
get+him+to+the+greek+2010,840134,4
mrs.+doubtfire+1993,882929,4
forrest+gump+1994,609929,4
jane+eyre+1996,684091,5
batman+1989,646899,3
jfk+1991,311489,4
carlitos+way+1993,493763,3
braveheart+1995,569612,5
halloween+1978,278586,4
man+on+the+moon+1999,5846,4
american+history+x+1998,937745,4
garden+state+2004,349956,3
apollo+13+1995,492852,3
one+flew+over+the+cuckoos+nest+1975,761428,5
ever+after+a+cinderella+story+1998,172359,5
monsters_+inc.+2001,800474,5
the+replacements+2000,65856,3
the+matrix+1999,327948,5
american+beauty+1999,189850,4
lemony+snickets+a+series+of+unfortunate+events+2004,729859,4
goldeneye+1995,685024,3
hurlyburly+1998,119338,4
clear+and+present+danger+1994,527666,3
cars+2006,619470,2
ransom+1996,851668,2
pulp+fiction+1994,765104,5
jean+de+florette+1986,877793,5
sense+and+sensibility+1995,55289,4
jurassic+park+1993,86620,4
galaxy+quest+1999,657126,3
crocodile+dundee+1986,96727,2
herbie+goes+bananas+1980,568912,1
batman++robin+1997,921140,3
the+dark+knight+2008,849221,4
superman+1978,762929,4
true+lies+1994,828154,4
anger+management+2003,150439,4
speed+1994,857228,3
unforgiven+1992,822242,4
insomnia+2002,422697,4
nine+months+1995,232198,2
the+shawshank+redemption+1994,230496,5
role+models+2008,424180,4
mission+impossible+1996,776306,3
dial+m+for+murder+1954,364968,4
good+morning_+vietnam+1987,816999,3
raiders+of+the+lost+ark+1981,439261,4
pulp+fiction+1994,76204,4
winnie+the+pooh+and+the+blustery+day+1968,888760,5
ace+ventura+pet+detective+1994,832884,3
bridget+joness+diary+2001,546211,4
forrest+gump+1994,379070,2
the+great+escape+1963,197519,4
glory+1989,950552,3
terminator+2+judgment+day+1991,189798,3
interview+with+the+vampire+1994,196228,3
cinema+paradiso+1988,19021,4
independence+day+1996,60144,3
the+shawshank+redemption+1994,588093,4
back+to+the+future+1985,578882,4
monster+2003,231546,5
blow+2001,539418,4
safe+1995,740164,3
the+shawshank+redemption+1994,721980,4
theres+something+about+mary+1998,724373,3
bad+taste+1987,997695,3
crumb+1994,958022,1
raising+arizona+1987,702545,5
white+squall+1996,942274,3
interview+with+the+vampire+1994,375996,3
shallow+grave+1994,450471,2
coneheads+1993,294992,3
the+saint+1997,615331,4
1984+1956,143828,5
pee-wees+big+adventure+1985,433978,4
the+empire+strikes+back+1980,253500,5
the+exorcist+1973,214267,5
ichi+the+killer+2001,308752,3
the+piano+1993,354240,4
office+space+1999,663990,5
lock_+stock+and+two+smoking+barrels+1998,875431,5
the+day+after+tomorrow+2004,298938,4
annie+hall+1977,698847,5
first+knight+1995,272242,3
waynes+world+1992,163276,5
the+mask+of+zorro+1998,660072,3
moulin+rouge+2001,839604,5
to+die+for+1995,835629,4
romeo++juliet+1996,483558,5
disclosure+1994,711989,4
grosse+pointe+blank+1997,773829,4
forrest+gump+1994,386079,4
the+13th+warrior+1999,231501,2
lethal+weapon+3+1992,741742,4
e.t.+the+extra-terrestrial+1982,606947,5
g.i.+jane+1997,877793,4
a+lot+like+love+2005,782286,4
underworld+2003,39610,4
apollo+13+1995,545886,3
richard+iii+1995,159490,3
unbreakable+2000,174551,2
tommy+boy+1995,100611,3
identity+thief+2013,907332,4
so+i+married+an+axe+murderer+1993,330663,2
28+up+1984,488643,5
out+of+sight+1998,624483,3
liar+liar+1997,652930,4
groundhog+day+1993,463936,4
toy+story+1995,460315,5
mallrats+1995,89324,2
dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,517600,4
a+league+of+their+own+1992,778597,4
fight+club+1999,11621,5
the+rocky+horror+picture+show+1975,571413,3
pretty+in+pink+1986,607262,5
mallrats+1995,897911,3
the+39+steps+1935,638895,5
the+lion+king+1994,471400,5
the+time+machine+2002,69320,5
big+daddy+1999,156757,5
the+nightmare+before+christmas+1993,222513,4
chariots+of+fire+1981,391993,4
calamari+union+1985,983790,1
clear+and+present+danger+1994,861150,4
the+contender+2000,812879,4
the+firm+1993,369507,4
the+little+mermaid+1989,331164,5
8+mile+2002,11512,4
soul+food+1997,13242,3
boxing+helena+1993,400277,2
return+of+the+jedi+1983,734828,1
monument+ave.+1998,54569,4
star+wars+1977,289255,5
g.i.+jane+1997,96484,4
tank+girl+1995,791415,2
high+fidelity+2000,860251,4
up+2009,660609,5
my+fair+lady+1964,116321,5
assassins+1995,901684,3
resident+evil+apocalypse+2004,654832,4
the+sixth+sense+1999,960527,5
three+colors+red+1994,168813,5
thirteen+conversations+about+one+thing+2001,934053,4
batman+returns+1992,763917,2
eternal+sunshine+of+the+spotless+mind+2004,608644,4
the+mechanic+2011,605475,3
mississippi+burning+1988,876729,4
true+lies+1994,664646,3
conspiracy+theory+1997,472946,1
2001+a+space+odyssey+1968,658353,4
heavens+prisoners+1996,295585,5
the+whole+nine+yards+2000,930340,3
heat+1995,163549,4
in+time+2011,663644,5
best+of+the+best+2+1993,144737,3
twister+1996,864226,3
pans+labyrinth+2006,268284,3
braveheart+1995,365816,5
mighty+aphrodite+1995,500971,5
chain+reaction+1996,597541,3
return+of+the+jedi+1983,138081,4
the+hangover+2009,365330,4
highlander+the+final+dimension+1994,803962,1
the+dark+crystal+1982,1420,4
the+powerpuff+girls+movie+2002,439587,5
short+cuts+1993,307081,3
harry+potter+and+the+deathly+hallows+part+1+2010,43165,4
pinocchio+1940,734754,4
broken+arrow+1996,979828,3
mccabe++mrs.+miller+1971,670823,4
the+sound+of+music+1965,933567,4
demolition+man+1993,763663,3
dirty+work+1998,484321,3
jurassic+park+1993,804965,5
moscow+on+the+hudson+1984,378174,3
master+and+commander+the+far+side+of+the+world+2003,944502,5
sleepers+1996,215655,4
annie+hall+1977,506252,5
donnie+darko+2001,375552,2
braveheart+1995,368814,3
multiplicity+1996,347332,5
the+bourne+supremacy+2004,992287,5
innerspace+1987,648144,2
dragonheart+1996,759889,3
the+killing+1956,402794,4
the+neverending+story+1984,881099,5
cliffhanger+1993,754242,1
the+elephant+man+1980,265644,4
the+color+of+money+1986,893913,4
oceans+eleven+2001,661984,4
psycho+iii+1986,642508,3
diner+1982,234648,4
amores+perros+2000,535379,4
legally+blonde+2001,172977,4
body+snatchers+1993,135230,3
up+close++personal+1996,886765,3
up+close++personal+1996,653132,2
billy+madison+1995,286369,2
alice+in+wonderland+1951,950975,4
dragonheart+1996,578924,3
independence+day+1996,54653,4
gran+torino+2008,951530,5
babe+1995,888757,3
the+green+mile+1999,670608,5
twin+dragons+1992,143309,3
pet+sematary+ii+1992,683881,1
the+craft+1996,322917,4
apollo+13+1995,711667,4
hairspray+1988,212749,2
life+or+something+like+it+2002,132639,2
i+capture+the+castle+2003,646913,3
independence+day+1996,231402,3
shallow+grave+1994,379351,5
apollo+13+1995,279585,4
grumpy+old+men+1993,647765,4
tomorrow+never+dies+1997,505036,1
absolute+power+1997,199633,4
while+you+were+sleeping+1995,47613,5
dead+man+walking+1995,850,4
legends+of+the+fall+1994,971023,3
star+trek+first+contact+1996,655217,4
it+came+from+outer+space+1953,406184,2
a+fish+called+wanda+1988,39610,4
heat+1995,556538,5
wolf+1994,346333,3
curious+george+2006,968386,5
snake+eyes+1998,493253,2
magnolia+1999,571363,4
the+bourne+ultimatum+2007,295459,5
independence+day+1996,50201,3
the+man+without+a+face+1993,686427,3
driving+miss+daisy+1989,106306,5
clear+and+present+danger+1994,726246,4
life+is+beautiful+1997,560186,4
up+in+the+air+2009,957783,4
copycat+1995,736046,4
its+a+wonderful+life+1946,135343,5
forrest+gump+1994,240812,4
the+remains+of+the+day+1993,205912,4
down+by+law+1986,604404,4
the+mighty+1998,406099,4
men+in+black+1997,621123,4
the+river+wild+1994,682508,4
dead+poets+society+1989,54653,3
zero+dark+thirty+2012,803081,2
being+john+malkovich+1999,564060,5
juno+2007,984566,4
sherlock+holmes+2009,38843,3
the+usual+suspects+1995,716047,3
who+framed+roger+rabbit+1988,819589,2
manhunter+1986,25163,4
mean+creek+2004,758186,3
apollo+13+1995,387935,3
crimes+and+misdemeanors+1989,602540,4
judge+dredd+1995,967867,4
being+john+malkovich+1999,248610,3
deep+impact+1998,875884,3
i.q.+1994,564819,4
forrest+gump+1994,124892,3
the+ladykillers+1955,86667,5
hannibal+2001,392734,2
ace+ventura+pet+detective+1994,24321,5
the+ring+2002,444479,2
the+matrix+1999,85843,3
booty+call+1997,416214,2
the+american+president+1995,126866,3
waynes+world+2+1993,217423,1
die+hard+2+1990,986288,3
ghost+1990,499491,4
wyatt+earp+1994,310304,4
the+blues+brothers+1980,19567,5
10+things+i+hate+about+you+1999,997868,2
fargo+1996,457385,3
the+hunchback+of+notre+dame+1996,656545,4
inception+2010,907665,5
se7en+1995,295629,5
bridget+joness+diary+2001,433446,4
falling+down+1993,835479,4
goldeneye+1995,839292,3
road+trip+2000,438752,3
indiana+jones+and+the+last+crusade+1989,959186,3
young+guns+1988,818259,2
fantasia+1940,103372,1
the+nightmare+before+christmas+1993,559283,5
independence+day+1996,26367,5
batman+begins+2005,470902,3
miracle+on+34th+street+1994,617133,3
jingle+all+the+way+1996,11512,3
interview+with+the+vampire+1994,190243,3
mary+poppins+1964,552904,4
the+great+escape+1963,194973,5
casino+1995,469729,4
the+karate+kid+1984,923136,3
swordfish+2001,882549,4
rush+hour+1998,856582,3
what+lies+beneath+2000,798086,1
look+whos+talking+1989,429016,5
20_000+leagues+under+the+sea+1954,550234,3
live+free+or+die+hard+2007,89590,3
good+will+hunting+1997,840014,4
charlottes+web+1973,353199,3
in+the+line+of+fire+1993,27837,3
alien+1992,178934,3
batman+1989,410202,3
disturbia+2007,709711,3
back+to+the+future+1985,910943,3
scary+movie+2000,775542,3
manufacturing+consent+noam+chomsky+and+the+media+1992,672854,3
braveheart+1995,386921,5
monty+python+and+the+holy+grail+1975,41375,4
the+whole+nine+yards+2000,721869,2
dune+1984,163553,4
beautiful+thing+1996,485491,5
dolores+claiborne+1995,254799,4
close+encounters+of+the+third+kind+1977,384425,5
star+trek+generations+1994,438971,4
forrest+gump+1994,683867,4
blazing+saddles+1974,380175,4
a+midsummer+nights+dream+1999,314481,3
terminator+2+judgment+day+1991,988932,4
sometimes+in+april+2005,663169,5
dead+poets+society+1989,927693,3
home+alone+2+lost+in+new+york+1992,619726,3
the+matrix+1999,196091,5
finding+nemo+2003,192652,4
super+size+me+2004,472002,4
proof+2005,387858,3
gladiator+2000,643154,5
a+bronx+tale+1993,399027,4
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,284895,5
kill+bill+vol.+1+2003,542716,5
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,241144,4
the+sweet+hereafter+1997,988347,3
from+dusk+till+dawn+1996,944637,2
the+crow+1994,796714,3
the+nutty+professor+1996,84566,2
harvey+1950,556087,4
terminal+velocity+1994,942204,3
the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,440801,5
ruthless+people+1986,296378,3
priest+1994,516291,3
the+air+up+there+1994,988821,3
percy+jackson++the+olympians+the+lightning+thief+2010,814753,4
star+wars+1977,422167,5
vampire+in+brooklyn+1995,860193,2
moonstruck+1987,685664,4
the+saint+1997,428064,3
pretty+woman+1990,294992,3
demolition+man+1993,477186,3
run+lola+run+1998,237427,4
escape+from+l.a.+1996,878031,3
the+santa+clause+1994,988261,3
wonder+boys+2000,520206,3
heavy+metal+1981,38870,4
death+becomes+her+1992,238103,3
the+motorcycle+diaries+2004,905797,3
magnolia+1999,817997,4
the+end+of+the+affair+1999,383274,4
the+usual+suspects+1995,175465,5
buffy+the+vampire+slayer+1992,272800,3
twelve+monkeys+1995,322868,5
into+the+wild+2007,867591,3
sense+and+sensibility+1995,877167,3
ali+2001,385704,2
koyaanisqatsi+1982,958449,1
alice+in+wonderland+1951,700386,4
thor+the+dark+world+2013,339309,3
x-men+2000,882718,5
juno+2007,507600,5
three+kings+1999,80756,4
almost+famous+2000,857804,4
billy+madison+1995,667869,2
splash+1984,925512,2
short+cuts+1993,25144,3
taken+2008,295459,4
arguing+the+world+1998,135343,4
notting+hill+1999,585887,4
lethal+weapon+1987,281909,5
robin+hood+prince+of+thieves+1991,739637,3
amlie+2001,680621,3
die+hard+with+a+vengeance+1995,661225,3
platoon+1986,406184,4
licence+to+kill+1989,829810,5
schindlers+list+1993,790781,5
casablanca+1942,934053,5
down+periscope+1996,79766,4
im+gonna+git+you+sucka+1988,626396,3
the+silence+of+the+lambs+1991,996533,5
the+client+1994,735173,5
election+1999,497156,3
pretty+woman+1990,373345,3
return+of+the+jedi+1983,268746,3
pollock+2000,781822,5
demolition+man+1993,177160,3
the+naked+gun+33+the+final+insult+1994,32755,4
the+crow+salvation+2000,27557,2
psycho+1960,205515,3
liar+liar+1997,427573,1
iron+man+2008,427843,4
the+craft+1996,289323,3
the+haunting+1999,233875,3
blade+runner+1982,325931,5
the+great+escape+1963,685825,5
das+boot+1981,313834,4
i_+robot+2004,432324,3
clear+and+present+danger+1994,380752,5
legends+of+the+fall+1994,619018,1
the+truth+about+cats++dogs+1996,734824,3
romeo+and+juliet+1968,653512,4
boogie+nights+1997,603587,4
the+shawshank+redemption+1994,845947,4
miracle+on+34th+street+1994,460304,3
house+of+usher+1960,753154,4
the+truth+about+cats++dogs+1996,909888,4
spider-man+2002,695192,3
fletch+1985,609575,4
a+bugs+life+1998,622658,3
casino+1995,388469,4
fargo+1996,446764,3
gladiator+2000,802135,5
stargate+1994,913871,4
spaceballs+1987,873441,3
the+hobbit+an+unexpected+journey+2012,109406,5
schindlers+list+1993,254967,5
the+craft+1996,2600,3
the+matrix+revolutions+2003,669194,2
tomorrow+never+dies+1997,12462,1
the+sixth+sense+1999,28316,3
the+full+monty+1997,418369,5
the+nutty+professor+1963,212749,3
raiders+of+the+lost+ark+1981,544343,3
scream+1996,569868,1
beauty+and+the+beast+1991,908274,3
the+french+connection+1971,950574,3
king+kong+1933,996055,4
batman+forever+1995,157571,3
amlie+2001,989435,5
leaving+las+vegas+1995,94887,4
speed+1994,73281,4
memento+2000,597792,4
a+time+to+kill+1996,791256,5
die+hard+1988,157897,1
gremlins+1984,480069,4
the+little+mermaid+1989,203113,4
the+good+german+2006,343497,3
interview+with+the+vampire+1994,89324,4
traffic+2000,830353,4
s1m0ne+2002,875231,1
star+wars+episode+ii+-+attack+of+the+clones+2002,183891,3
gone+with+the+wind+1939,582523,5
the+life+of+david+gale+2003,211923,4
last+action+hero+1993,829151,3
an+american+werewolf+in+london+1981,156432,4
